Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HELO,AELO
E1,28/06/2020,Bristol City,Sheffield Weds,1,2,A,0,1,A,7,12,3,4,13,17,3,9,1,2,0,0,2.62,3.3,2.7,1483.848877,1464.077271
E1,18/07/2020,Preston,Birmingham,2,0,H,1,1,H,14,12,7,2,11,10,5,7,2,2,0,0,1.95,3.4,4,1483.904419,1428.627686
E1,13/02/2019,Brentford,Aston Villa,1,0,H,0,0,D,23,6,6,3,7,10,8,5,0,1,0,0,2.15,3.75,3.4,1484.169678,1524.403442
E1,01/01/2019,Hull,Bolton,6,0,H,1,0,H,20,5,10,0,16,12,6,1,2,2,0,0,1.66,3.8,6,1484.426025,1339.587891
E1,08/07/2020,Wigan,QPR,1,0,H,1,1,H,16,6,6,2,12,9,9,2,1,0,0,0,2.1,3.3,3.6,1485.197388,1456.551392
E1,26/12/2019,Middlesbrough,Huddersfield,1,0,H,1,1,H,14,8,3,3,12,7,5,4,3,4,0,0,2.45,3.1,3.1,1485.426392,1479.18689
E1,10/03/2019,Birmingham,Aston Villa,0,1,A,0,0,D,14,9,4,3,15,12,6,3,3,3,0,0,2.75,3.4,2.7,1485.439087,1531.989746
E1,07/07/2020,Reading,Huddersfield,0,0,D,0,1,D,7,11,2,3,14,10,4,2,1,2,0,0,2.62,3.3,2.7,1485.687134,1455.669189
E1,27/06/2020,Stoke,Middlesbrough,0,2,A,0,1,A,22,8,6,3,16,16,7,7,0,1,0,0,2.2,3.2,3.5,1485.935059,1461.666016
E1,02/02/2019,Brentford,Blackburn,5,2,H,1,2,A,20,10,9,4,6,12,5,5,1,1,0,0,0,3.75,4.2,1486.008545,1446.005005
E1,12/02/2020,Reading,West Brom,1,2,A,1,1,D,11,26,1,7,13,15,8,4,2,2,0,0,3.75,3.4,2.05,1486.081787,1613.055054
E1,29/12/2019,Millwall,Brentford,1,0,H,1,1,H,8,6,2,2,9,8,4,5,3,1,0,0,3.8,3.3,2.05,1486.501343,1576.438354
E1,20/06/2020,Reading,Stoke,1,1,D,1,1,H,7,10,3,3,11,13,4,5,0,1,0,0,2.9,3.25,2.5,1486.512329,1484.404785
E1,19/10/2019,Hull,QPR,2,3,A,1,1,D,11,15,3,8,14,10,4,8,1,0,0,0,2.45,3.4,2.9,1486.543213,1461.277344
E1,18/07/2020,Blackburn,Reading,4,3,H,2,1,H,17,13,5,3,15,13,5,4,1,0,0,0,2.05,3.4,3.6,1486.847534,1480.726685
E1,12/01/2019,Bristol City,Bolton,2,1,H,0,0,D,20,8,5,4,11,18,9,0,0,2,0,0,1.6,3.9,7,1487.183838,1330.842163
E1,12/01/2019,Birmingham,Middlesbrough,1,2,A,0,1,A,15,8,4,5,11,11,2,4,2,1,0,0,2.8,3.1,2.9,1487.352905,1535.778564
E1,26/02/2020,Sheffield Weds,Charlton,1,0,H,0,1,D,24,6,8,1,17,18,12,3,2,3,0,0,1.72,3.75,4.75,1487.58313,1429.856567
E1,08/02/2020,Reading,Hull,1,1,D,0,1,D,19,14,5,7,8,12,3,4,1,3,0,0,2,3.5,3.8,1487.710083,1482.483765
E1,11/12/2019,Birmingham,QPR,0,2,A,0,1,A,16,6,2,2,15,15,9,0,2,2,0,0,2.3,3.4,3.1,1487.918579,1446.88501
E1,12/02/2020,Stoke,Preston,0,2,A,0,1,D,14,4,5,3,11,14,7,4,3,2,0,0,2.1,3.25,3.8,1488.318726,1525.659302
E1,26/11/2019,Huddersfield,Swansea,1,1,D,1,1,D,14,6,5,2,14,11,11,6,3,2,1,0,2.7,3.2,2.7,1489.372314,1548.669922
E1,15/02/2020,Birmingham,Brentford,1,1,D,1,1,D,11,12,4,4,8,9,3,8,2,3,0,0,4,3.5,1.95,1489.478516,1593.365723
E1,27/04/2019,Birmingham,Wigan,1,1,D,1,1,D,12,13,3,5,14,8,1,3,1,1,0,0,2,3.3,3.8,1489.505005,1430.646362
E1,04/07/2020,Blackburn,Leeds,1,3,A,0,1,A,11,17,3,5,18,12,0,4,1,2,0,0,5.25,3.8,1.66,1489.541748,1585.53418
E1,14/09/2019,Hull,Wigan,2,2,D,2,1,H,16,10,3,3,15,16,7,5,2,6,0,0,2,3.5,3.75,1489.737915,1430.18103
E1,30/12/2019,Derby,Charlton,2,1,H,1,1,H,12,11,7,5,5,21,5,2,1,5,1,0,1.75,3.9,4.5,1489.796631,1431.127563
E1,26/02/2020,Reading,Wigan,0,3,A,0,1,A,10,17,4,10,12,12,5,8,3,1,0,0,2.15,3.25,3.6,1490.009277,1432.933716
E1,07/03/2020,Birmingham,Reading,1,3,A,1,1,H,18,9,4,4,14,7,4,2,2,1,0,0,2.05,3.5,3.6,1490.185425,1479.160278
E1,14/07/2020,Wigan,Hull,8,0,H,7,1,H,14,10,9,4,11,16,4,3,0,2,0,0,1.8,3.7,4.5,1490.419556,1409.569702
E1,02/02/2019,Hull,Stoke,2,0,H,1,0,H,7,9,3,2,11,15,3,3,2,2,0,0,2.6,3.4,2.87,1490.521606,1515.276978
E1,27/11/2019,Middlesbrough,Barnsley,1,0,H,0,1,D,12,14,5,2,9,13,8,3,3,0,0,0,1.95,3.5,4,1490.78772,1372.409546
E1,14/07/2020,Reading,Middlesbrough,1,2,A,1,1,D,10,13,1,6,11,17,5,5,2,0,0,0,3,3.3,2.4,1490.904663,1459.486694
E1,23/11/2019,Huddersfield,Birmingham,1,1,D,0,1,D,17,10,6,2,9,16,5,2,1,1,0,0,2.62,3.1,2.9,1491.343384,1486.353516
E1,11/07/2020,Blackburn,West Brom,1,1,D,0,1,A,7,18,4,8,14,12,3,7,2,2,0,0,4.75,3.5,1.8,1491.35791,1620.099731
E1,22/02/2020,Birmingham,Sheffield Weds,3,3,D,2,1,D,11,10,4,5,13,15,4,3,1,5,0,0,2.2,3.25,3.5,1491.700317,1489.18103
E1,28/09/2019,Hull,Cardiff,2,2,D,1,1,H,12,8,3,3,11,11,5,8,2,0,0,0,2.5,3.25,2.9,1492.061646,1585.651001
E1,12/02/2019,Hull,Rotherham,2,2,D,2,0,H,8,14,3,5,6,13,5,5,0,1,0,0,1.75,3.75,5.25,1492.071777,1351.171387
E1,24/08/2019,Stoke,Leeds,0,3,A,0,1,A,7,21,2,10,9,11,4,4,0,2,0,0,3.5,3.6,2,1492.096802,1574.28418
E1,05/05/2019,Hull,Bristol City,1,1,D,0,1,D,15,15,3,2,15,8,3,6,2,2,0,0,3,3.75,2.37,1492.160645,1515.527954
E1,12/02/2019,Birmingham,Bolton,0,1,A,0,0,D,13,6,3,2,10,14,3,4,1,2,0,0,1.5,4.2,8,1492.415649,1313.434082
E1,24/11/2019,Middlesbrough,Hull,2,2,D,2,1,H,10,12,5,4,10,16,3,9,2,1,1,0,2.5,3.4,2.8,1492.786499,1519.13562
E1,28/01/2020,Reading,Bristol City,0,1,A,0,1,D,16,11,5,3,9,10,10,3,1,3,0,0,2.15,3.4,3.4,1492.920654,1517.174683
E1,01/10/2019,Hull,Sheffield Weds,1,0,H,0,1,D,8,12,2,3,11,10,8,3,1,3,0,0,2.7,3.5,2.5,1493.054565,1543.234375
E1,12/01/2019,Hull,Sheffield Weds,3,0,H,1,0,H,17,3,7,0,5,13,5,1,0,2,0,0,2.05,3.5,3.9,1493.171753,1447.592163
E1,29/02/2020,Sheffield Weds,Derby,1,3,A,0,1,A,15,13,4,5,14,8,9,3,2,1,0,0,2.15,3.3,3.5,1493.17981,1501.672729
E1,26/12/2018,Sheffield United,Derby,3,1,H,1,0,H,16,9,6,3,13,10,2,6,3,5,0,0,2.14,3.6,3.5,1493.183228,1526.463745
E1,27/06/2020,Preston,Cardiff,1,3,A,0,1,D,14,13,3,6,11,10,3,5,1,2,0,0,2.37,3.25,3.1,1493.230225,1555.717529
E1,01/02/2019,Preston,Derby,0,0,D,0,0,D,23,7,3,0,8,17,11,1,1,1,0,0,2.3,3.5,3.25,1493.934937,1518.917603
E1,09/11/2019,Birmingham,Fulham,0,1,A,0,1,D,16,10,4,3,12,8,5,7,3,2,0,0,3.1,3.25,2.4,1494.024414,1565.762207
E1,13/02/2019,Preston,Norwich,3,1,H,2,0,H,11,22,4,10,13,13,3,8,3,2,0,0,2.6,3.5,2.8,1494.122925,1556.58313
E1,16/03/2019,Hull,QPR,2,2,D,2,0,H,14,16,6,5,12,16,4,4,2,3,0,0,2.1,3.75,3.6,1494.13916,1427.195801
E1,05/03/2019,Derby,Wigan,2,1,H,0,1,A,17,13,5,3,16,13,6,5,4,1,0,0,1.95,3.4,4.5,1494.316528,1382.010498
E1,20/08/2019,Birmingham,Barnsley,2,0,H,0,1,D,14,6,6,1,13,11,4,7,1,1,0,0,2.2,3.3,3.4,1494.60791,1418.639893
E1,22/07/2020,Millwall,Huddersfield,4,1,H,1,1,D,15,7,9,2,14,14,9,2,1,0,0,0,2.37,3.25,3,1494.626709,1455.618042
E1,21/12/2019,Millwall,Barnsley,1,2,A,0,1,A,16,13,1,6,10,17,8,3,2,4,0,0,1.83,3.7,4.2,1494.657227,1386.089355
E1,02/01/2020,Derby,Barnsley,2,1,H,1,1,H,15,14,4,4,8,11,5,6,1,0,0,0,2.2,3.4,3.2,1495.037476,1408.176514
E1,23/02/2019,Stoke,Aston Villa,1,1,D,1,0,H,7,10,4,3,18,13,2,6,3,1,0,0,2.25,3.5,3.4,1495.135254,1511.599854
E1,01/01/2020,Millwall,Luton,3,1,H,0,1,A,20,6,7,4,10,13,5,1,0,0,0,0,1.61,4,5.25,1495.374146,1379.749878
E0,05/05/2019,Huddersfield,Man United,1,1,D,0,1,A,7,23,3,7,10,10,3,7,1,1,0,0,11,6,1.3,1495.610474,1852.960327
E1,26/10/2019,Hull,Derby,2,0,H,0,1,D,14,10,4,3,11,8,7,1,4,1,0,0,2.15,3.5,3.4,1496.268555,1549.86853
E1,14/07/2020,Millwall,Blackburn,1,0,H,1,1,H,11,10,4,2,13,9,7,4,2,2,0,0,2.2,3.3,3.4,1496.350708,1493.743164
E1,29/02/2020,Millwall,Bristol City,1,1,D,0,1,A,12,3,4,1,14,16,5,7,1,0,0,0,1.95,3.3,4.2,1496.5271,1497.083862
E1,19/10/2019,Middlesbrough,West Brom,0,1,A,0,1,D,17,19,7,4,10,14,6,7,2,4,0,0,3.75,3.6,2,1496.612793,1621.166382
E1,31/08/2019,Birmingham,Stoke,2,1,H,0,1,D,12,7,4,3,24,12,1,3,2,1,0,0,2.8,3.2,2.62,1496.748657,1479.906372
E1,26/10/2019,Birmingham,Luton,2,1,H,1,1,H,20,9,6,4,8,10,13,5,1,3,0,0,2,3.5,3.75,1496.820801,1431.881348
E1,01/02/2020,Hull,Brentford,1,5,A,1,1,A,9,15,1,11,7,9,2,5,0,1,0,0,3.75,3.7,1.95,1497.106079,1576.165161
E1,17/08/2019,Stoke,Derby,2,2,D,1,1,D,19,8,5,6,13,17,10,5,3,3,0,0,2.25,3.1,3.5,1497.329468,1573.808594
E1,23/02/2019,Brentford,Hull,5,1,H,3,1,H,25,7,10,3,10,18,3,6,1,3,0,0,1.8,4,4.5,1497.567627,1488.765259
E1,30/06/2020,Millwall,Swansea,1,1,D,1,1,H,16,9,2,4,15,8,12,5,2,1,0,0,2.45,3.2,3,1497.657959,1510.464478
E1,26/12/2019,Blackburn,Birmingham,1,1,D,0,1,D,11,13,3,3,16,23,3,2,3,3,0,0,2.1,3.4,3.6,1497.712769,1460.096924
E1,26/02/2020,Millwall,Birmingham,0,0,D,0,1,D,12,8,3,0,7,13,14,2,1,0,0,0,2.2,3.2,3.5,1498.08667,1487.440918
E1,12/02/2020,Millwall,Fulham,1,1,D,1,1,D,9,9,2,2,9,12,4,3,1,2,0,0,2.9,3.2,2.5,1498.221436,1581.964233
E1,07/03/2020,Bristol City,Fulham,1,1,D,0,1,D,14,19,8,5,8,13,3,7,2,2,0,0,3.6,3.4,2.1,1498.512085,1569.110474
E1,31/01/2020,Derby,Stoke,4,0,H,2,1,H,10,7,5,1,15,16,1,7,2,2,0,0,2.8,3.1,2.7,1498.547729,1493.726196
E1,02/03/2019,Brentford,QPR,3,0,H,0,0,D,11,10,6,1,10,17,3,5,2,2,0,0,1.75,4,5,1499.200562,1427.299072
E1,02/02/2019,Bristol City,Swansea,2,0,H,0,0,D,13,11,4,4,9,10,6,3,0,1,0,0,2.35,3.4,3.25,1499.416992,1536.562988
E1,24/08/2019,Hull,Bristol City,1,3,A,1,1,D,16,10,6,4,11,13,9,6,0,3,0,0,2.5,3.3,2.75,1499.426147,1540.300171
E1,10/08/2019,Hull,Reading,2,1,H,2,1,H,14,13,5,4,23,12,5,7,2,2,0,0,2,3.4,3.75,1499.511475,1438.931641
E0,26/02/2019,Huddersfield,Wolves,1,0,H,0,0,D,15,7,3,0,10,10,3,5,2,2,0,0,5,3.5,1.85,1499.690308,1668.095215
E1,06/04/2019,Hull,Reading,3,1,H,0,1,A,16,7,4,3,12,8,5,3,3,2,0,0,1.85,3.75,4.5,1500.084106,1423.969971
E1,26/10/2019,Middlesbrough,Fulham,0,0,D,0,1,D,14,7,1,1,16,9,5,2,3,2,0,1,3.5,3.25,2.2,1500.271973,1587.429199
E1,18/01/2020,Millwall,Reading,2,0,H,0,1,D,22,8,8,0,12,9,10,1,1,3,0,0,2.2,3.2,3.5,1501.763184,1499.529297
E1,23/12/2019,Blackburn,Wigan,0,0,D,0,1,D,10,12,4,4,12,14,7,5,1,2,0,0,1.75,3.6,4.8,1501.857544,1405.921143
E1,18/01/2020,Derby,Hull,1,0,H,0,1,D,12,9,2,1,12,12,5,5,3,0,0,0,2.55,3.3,2.8,1501.962036,1514.844116
E1,14/12/2018,Sheffield United,West Brom,1,2,A,1,1,D,10,14,3,5,8,12,5,5,1,0,0,0,2.2,3.6,3.4,1502.24292,1583.907715
E1,16/03/2019,Sheffield Weds,Blackburn,4,2,H,1,0,H,10,8,4,4,14,11,2,3,4,0,0,0,2.05,3.6,3.8,1502.501953,1433.256226
E1,13/03/2019,Derby,Stoke,0,0,D,0,0,D,19,5,4,0,9,11,4,3,0,2,0,0,2.45,3.25,3.2,1502.756226,1509.401489
E1,22/07/2020,Wigan,Fulham,1,1,D,1,1,H,13,19,7,4,14,11,5,4,3,4,0,0,2.55,3.6,2.5,1503.078369,1578.429688
E1,18/01/2020,Preston,Charlton,2,1,H,1,1,D,14,6,8,2,7,6,3,4,1,0,0,0,1.57,4.2,5.75,1503.462036,1425.444092
E1,21/09/2019,Birmingham,Preston,0,1,A,0,1,A,7,4,2,3,12,12,7,0,0,0,0,0,2.8,3.2,2.6,1503.597046,1532.909058
E1,29/12/2018,Sheffield United,Blackburn,3,0,H,0,0,D,14,10,5,1,18,9,6,4,4,1,1,1,1.6,4,5.25,1503.78772,1405.026489
E1,24/08/2019,Huddersfield,Reading,0,2,A,0,1,D,10,11,2,4,8,18,8,3,1,1,0,0,2.1,3.4,3.6,1504.092773,1461.176758
E1,08/07/2020,Millwall,Middlesbrough,0,2,A,0,1,D,10,7,4,3,11,12,8,2,1,3,0,0,2.3,3.25,3.3,1504.138428,1457.837891
E1,20/06/2020,Blackburn,Bristol City,3,1,H,1,1,D,9,7,4,1,14,21,2,1,2,2,0,0,2.2,3.4,3.3,1504.802002,1492.901978
E1,09/03/2019,Derby,Sheffield Weds,1,1,D,1,0,H,10,13,5,3,12,18,6,2,2,3,0,0,2.15,3.4,3.8,1504.880371,1479.206787
E1,09/02/2019,Stoke,West Brom,0,1,A,0,1,A,13,11,1,2,11,11,5,4,1,2,0,0,2.55,3.3,3,1505.303223,1577.295288
E0,20/04/2019,Huddersfield,Watford,1,2,A,0,1,A,13,11,3,6,15,9,2,2,2,2,0,0,4.4,3.9,1.85,1505.430298,1704.669678
E0,09/02/2019,Huddersfield,Arsenal,1,2,A,0,2,A,15,9,6,4,17,12,5,0,3,2,0,0,5.75,4.4,1.6,1505.432861,1833.369751
E1,15/02/2020,Middlesbrough,Luton,0,1,A,0,1,A,7,10,0,1,9,14,8,9,1,4,0,0,1.61,4,5.5,1505.637329,1375.293701
E1,22/04/2019,Hull,Sheffield United,0,3,A,0,3,A,11,11,2,5,5,13,7,4,0,0,0,0,3.8,3.6,2.05,1505.653564,1595.329224
E1,01/10/2019,Middlesbrough,Preston,1,1,D,1,1,D,14,9,3,1,16,17,2,3,2,2,0,0,2.62,3.2,2.75,1505.9729,1540.199585
E1,15/02/2020,Sheffield Weds,Reading,0,3,A,0,1,A,10,9,3,5,21,12,5,3,0,2,1,0,2,3.4,3.8,1506.048218,1479.958862
E1,11/02/2020,Blackburn,Hull,3,0,H,0,1,D,26,10,11,0,9,11,7,3,1,2,0,0,1.75,3.6,4.75,1506.098999,1484.112061
E1,10/08/2019,Preston,Wigan,3,0,H,2,1,H,16,11,5,6,13,18,8,7,1,2,0,0,2.1,3.4,3.5,1506.538696,1461.357178
E1,05/05/2019,Stoke,Sheffield United,2,2,D,1,1,H,14,11,4,6,8,11,4,6,1,1,0,0,3.5,3.5,2.2,1506.585571,1606.845703
E1,28/01/2020,Blackburn,QPR,2,1,H,2,1,H,12,9,6,4,7,10,6,2,1,3,0,0,2.05,3.5,3.5,1506.677612,1463.045044
E1,07/12/2019,Hull,Stoke,2,1,H,0,1,A,23,6,6,4,12,7,7,4,0,0,0,0,2.45,3.4,2.87,1506.848145,1445.458374
E1,20/08/2019,Hull,Blackburn,0,1,A,0,1,D,12,13,1,5,19,5,1,8,4,1,0,0,2.37,3.4,3,1507.403931,1459.142822
E1,12/03/2019,Bristol City,Ipswich,1,1,D,1,0,H,12,7,1,4,13,11,5,5,1,3,0,0,1.55,4,7.5,1507.421997,1356.064819
E1,10/08/2019,Birmingham,Bristol City,1,1,D,0,1,D,12,8,3,5,6,11,5,8,2,3,0,0,2.55,3.2,2.75,1507.615112,1517.752075
E1,20/06/2020,Millwall,Derby,2,3,A,1,1,D,12,12,4,5,10,8,6,3,0,2,0,0,2.4,3.1,3.2,1507.706421,1520.306152
E1,28/01/2020,Hull,Huddersfield,1,2,A,0,1,A,20,14,5,4,8,10,8,7,0,1,0,0,2,3.5,3.75,1507.948486,1455.894043
E1,10/04/2019,Hull,Wigan,2,1,H,0,1,A,14,11,4,2,10,15,12,2,2,1,0,0,2.15,3.5,3.6,1508.069824,1399.468628
E1,09/02/2020,Millwall,West Brom,0,2,A,0,1,A,7,29,3,6,11,14,4,9,2,2,0,0,2.8,3.2,2.62,1508.119995,1603.156494
E1,10/04/2019,Brentford,Ipswich,2,0,H,2,0,H,16,4,4,0,5,17,6,1,1,1,0,0,1.44,4.75,8.5,1508.615967,1376.412354
E1,06/04/2019,Brentford,Derby,3,3,D,2,2,D,15,12,6,8,17,22,7,3,3,5,0,0,2.1,3.75,3.5,1508.681396,1521.066772
E1,21/12/2019,Hull,Birmingham,3,0,H,1,1,H,14,12,6,2,6,8,9,6,2,2,0,0,1.9,3.6,4,1509.123413,1469.674072
E1,22/04/2019,Stoke,Norwich,2,2,D,0,1,A,18,17,9,5,13,6,5,7,0,0,0,0,4,3.5,2.05,1509.167114,1609.280151
E1,10/12/2019,Preston,Fulham,2,1,H,1,1,H,19,15,7,1,13,12,6,5,4,1,1,1,3.1,3.5,2.25,1509.485596,1572.243408
E1,22/04/2019,Brentford,Leeds,2,0,H,1,0,H,12,18,3,3,10,11,5,10,3,1,0,0,3.75,3.8,2,1509.796265,1569.471191
E0,06/04/2019,Huddersfield,Leicester,1,4,A,0,1,A,10,18,4,9,13,11,8,5,3,0,0,0,5,4,1.72,1509.896606,1706.355103
E1,21/08/2019,Preston,Stoke,3,1,H,2,1,H,8,8,5,2,16,6,0,4,2,2,0,0,2.45,3.2,3,1510.396729,1497.694214
E1,22/02/2020,Swansea,Huddersfield,3,1,H,1,1,H,15,7,6,4,11,12,5,5,1,1,0,0,2,3.5,3.75,1510.937256,1462.689819
E1,05/07/2020,Swansea,Sheffield Weds,2,1,H,0,1,D,7,10,4,3,12,20,5,8,2,1,0,0,2.2,3.3,3.4,1511.446533,1463.424316
E1,06/04/2019,Sheffield Weds,Aston Villa,1,3,A,1,1,D,12,9,3,5,13,8,6,3,1,3,0,0,3.25,3.4,2.37,1511.475342,1578.457886
E1,21/02/2020,Derby,Fulham,1,1,D,0,1,D,14,17,7,5,12,11,11,4,0,1,0,0,2.87,3.4,2.45,1512.364014,1557.881592
E1,07/03/2020,Swansea,West Brom,0,0,D,0,1,D,9,10,2,1,9,18,3,4,1,2,0,0,3.5,3.5,2.1,1512.455933,1618.022827
E1,29/12/2019,Bristol City,Luton,3,0,H,2,1,H,14,9,8,1,13,17,5,4,1,4,0,0,1.66,4.1,4.75,1512.61145,1386.134521
E1,30/03/2019,Derby,Rotherham,6,1,H,3,0,H,15,8,7,4,9,12,1,5,0,1,0,0,1.7,3.8,5.75,1512.657837,1391.22876
E1,02/03/2019,Aston Villa,Derby,4,0,H,4,0,H,13,3,6,0,5,14,8,1,2,2,0,0,2.15,3.5,3.6,1512.784424,1506.886353
E1,18/01/2020,Bristol City,Barnsley,1,0,H,0,1,D,10,16,2,3,8,14,9,5,1,2,0,0,2.25,3.5,3.1,1512.858887,1411.649414
E0,09/03/2019,Huddersfield,Bournemouth,0,2,A,0,1,A,8,8,1,5,14,9,6,5,3,1,0,0,3.4,3.3,2.35,1512.897949,1666.136353
E1,02/03/2019,Swansea,Bolton,2,0,H,0,0,D,29,5,11,3,9,15,6,1,1,0,0,2,1.53,4.2,7.5,1513.200562,1318.162354
E1,01/02/2020,Middlesbrough,Blackburn,1,1,D,0,1,D,18,7,6,2,12,12,6,2,0,2,0,0,2.2,3.3,3.4,1513.213501,1512.150879
E1,11/02/2020,Swansea,QPR,0,0,D,0,1,D,8,16,0,4,17,12,4,3,1,2,0,0,1.95,3.6,3.8,1513.269531,1441.117676
E1,13/02/2019,Leeds,Swansea,2,1,H,2,0,H,19,9,7,4,12,5,6,4,1,0,0,0,1.72,4,5,1513.574707,1526.283325
E1,08/02/2020,Blackburn,Fulham,0,1,A,0,1,D,4,11,1,4,8,14,4,6,0,1,0,0,2.8,3.3,2.55,1513.740967,1574.322266
E1,13/04/2019,Derby,Bolton,4,0,H,2,0,H,20,8,9,2,14,8,10,3,1,1,0,0,1.4,4.75,9.5,1513.774292,1324.039917
E1,11/12/2019,Derby,Sheffield Weds,1,1,D,0,1,A,11,12,2,3,12,14,5,12,3,3,0,1,3.1,3.3,2.37,1513.807983,1542.016235
E1,16/08/2019,Huddersfield,Fulham,1,2,A,0,1,D,6,17,1,8,13,14,5,5,2,2,0,0,3.2,3.4,2.25,1513.862427,1580.525269
E0,29/01/2019,Huddersfield,Everton,0,1,A,0,1,A,10,10,2,5,13,10,3,4,1,4,0,1,4,3.3,2.1,1513.865601,1686.31665
E1,08/03/2020,Derby,Blackburn,3,0,H,2,1,H,16,11,11,3,12,14,3,6,2,3,0,1,2.3,3.2,3.1,1514.510132,1523.008423
E1,15/02/2020,Derby,Huddersfield,1,1,D,0,1,D,10,10,7,3,10,8,4,5,3,0,0,0,2.05,3.4,3.75,1514.629028,1459.03418
E1,02/04/2019,Swansea,Brentford,3,0,H,2,0,H,13,6,6,1,9,15,1,2,0,4,0,0,2.55,3.6,2.8,1514.678589,1519.945557
E1,14/12/2019,Derby,Millwall,0,1,A,0,1,A,11,7,1,2,13,9,9,3,1,2,0,0,2.5,3.2,3,1514.862061,1484.173706
E1,19/01/2019,Derby,Reading,2,1,H,2,0,H,10,9,4,2,9,10,4,3,2,1,0,0,1.7,3.9,5.5,1515.170654,1383.327637
E0,20/01/2019,Huddersfield,Man City,0,3,A,0,1,A,5,12,2,4,10,9,1,4,2,2,0,0,21,8.5,1.16,1515.852905,1971.393555
E1,22/04/2019,Sheffield Weds,Bristol City,2,0,H,2,0,H,10,13,6,4,13,14,4,4,1,2,0,0,2.7,3.4,2.8,1515.893921,1534.22168
E1,07/03/2020,Preston,QPR,1,3,A,1,1,H,10,10,2,3,16,12,5,2,2,1,0,1,2.05,3.5,3.5,1516.028442,1464.002808
E1,01/01/2020,Preston,Middlesbrough,0,2,A,0,1,A,11,18,2,5,4,18,6,3,0,2,0,0,1.8,3.8,4.33,1516.126831,1510.722778
E1,21/01/2020,Middlesbrough,Birmingham,1,1,D,0,1,A,16,11,2,4,10,11,7,5,0,1,0,0,2.2,3.3,3.4,1516.459351,1454.483643
E1,09/03/2019,Bristol City,Leeds,0,1,A,0,1,A,4,16,1,3,15,18,1,2,4,4,0,0,3.1,3.5,2.4,1516.498413,1542.622681
E1,27/04/2019,Preston,Sheffield Weds,3,3,D,2,1,H,13,16,5,8,8,19,5,4,1,2,0,1,2.37,3.4,2.9,1516.708374,1525.425171
E1,05/05/2019,Brentford,Preston,3,0,H,1,1,H,21,8,8,3,10,11,8,3,0,2,0,0,1.9,4,4,1516.729126,1510.907959
E1,12/02/2019,Bristol City,QPR,2,1,H,0,1,A,15,11,7,3,12,21,8,1,2,6,0,0,1.85,3.6,4.75,1517.632935,1431.448608
E1,12/02/2020,Bristol City,Derby,3,2,H,2,1,H,16,11,5,4,11,11,9,6,0,1,0,0,2.2,3.3,3.4,1517.668213,1521.404785
E1,19/07/2020,Derby,Leeds,1,3,A,0,1,D,10,23,2,8,8,10,4,5,1,0,0,0,4.5,3.8,1.75,1517.75415,1614.427124
E1,30/03/2019,Stoke,Sheffield Weds,0,0,D,0,0,D,12,3,3,1,9,18,13,2,1,3,0,0,2.37,3.1,3.5,1518.086426,1509.337524
E1,26/02/2019,Bristol City,Birmingham,1,2,A,0,1,A,9,11,2,5,12,13,4,1,3,2,0,0,2.05,3.4,4.1,1518.448486,1477.243896
E1,13/04/2019,Stoke,Rotherham,2,2,D,2,0,H,4,16,3,7,9,12,4,8,0,1,0,0,1.75,3.75,5.25,1518.582031,1391.19458
E1,01/01/2020,Bristol City,Brentford,0,4,A,0,1,A,6,16,2,8,6,13,2,5,2,2,1,0,4,3.75,1.85,1518.996094,1567.565552
E1,27/11/2019,Hull,Preston,4,0,H,1,1,H,21,13,10,4,11,9,4,8,1,1,0,0,2.62,3.4,2.7,1519.08252,1554.463989
E1,19/10/2019,Brentford,Millwall,3,2,H,0,1,A,23,8,10,4,13,13,8,4,3,6,0,0,1.72,3.75,5,1519.345825,1456.269775
E1,17/08/2019,Bristol City,QPR,2,0,H,1,1,H,9,15,3,2,11,11,3,6,2,2,0,0,2.05,3.3,3.75,1519.397705,1452.000977
E1,22/02/2020,Bristol City,West Brom,0,3,A,0,1,A,7,17,1,8,14,13,3,7,2,1,0,1,4.2,3.8,1.8,1519.420532,1616.246826
E1,11/01/2019,Leeds,Derby,2,0,H,1,0,H,15,7,5,2,12,14,8,2,1,4,0,0,2.05,3.6,3.8,1519.603149,1524.800293
E1,02/03/2019,Preston,Bristol City,1,1,D,1,0,H,17,15,3,3,9,16,5,5,0,3,0,0,2.25,3.4,3.5,1519.627563,1507.704468
E1,01/03/2019,Leeds,West Brom,4,0,H,2,0,H,13,7,9,1,13,14,3,4,0,1,0,0,2.2,3.5,3.5,1519.649536,1587.928955
E1,09/02/2019,Derby,Hull,2,0,H,1,0,H,20,7,10,1,8,11,5,3,1,1,0,0,2.15,3.5,3.6,1519.903809,1500.495361
E1,16/02/2019,Aston Villa,West Brom,0,2,A,0,2,A,11,10,2,3,9,14,9,2,3,2,0,0,2.6,3.6,2.75,1519.911011,1579.099243
E1,01/02/2020,Preston,Swansea,1,1,D,1,1,D,10,11,2,3,15,15,3,3,1,3,0,0,2.1,3.4,3.5,1520.128906,1521.348755
E0,02/01/2019,Huddersfield,Burnley,1,2,A,1,1,D,9,16,2,8,11,9,5,2,0,4,1,1,2.14,3.1,4.2,1520.218872,1610.356934
